ï»¿PlantID,Site,Easting,Northing,Operator,Sector, Emission ,Region,Latitude,Longitude
8221,Flamborough Maltings,519700,470100,Muntons Plc,"Food, drink & tobacco industry",160.2115114,England,54.11285335696637,-0.17039595726627715
14210,10 Upper Bank Street,537737,180048,Clifford Chance LLP,Commercial,157.3330391,England,51.502591283903776,-0.016930403694971907
8955,IBM Warwick,426700,265700,Johnson Controls Ltd,Commercial,136.7517136,England,52.28879187506809,-1.6099818306547553
9730,Shotts,288002,659821,Davidson Brothers (Shotts) Ltd,"Food, drink & tobacco industry",128.1818182,Scotland,55.818610790111926,-3.789027734991121
41302,Burton Plant,424260,323100,Creative Foods Europe Ltd,"Food, drink & tobacco industry",125.1542727,England,52.80491224510322,-1.6415771382045308
40721,Stone Data Centre,390967,331968,NatWest Group plc,Commercial,119.83608,England,52.885092849095,-2.1356834127426843
14762,Slyfield Industrial Estate,499790,152280,Anglo Beef Processors Ltd,"Food, drink & tobacco industry",109.98,England,51.26095638331558,-0.5712302021350562
13721,1AL Backup Generators,532700,180700,Nomura International plc,Commercial,108.0603327,England,51.50965443181005,-0.08921224370856105
8971,Gloucester,386350,218360,Barclays Facilities Managerment,Commercial,107.6695091,England,51.86365129688098,-2.19963101106128
14201,"LD5 Generator System, Slough",495205,181250,Equinix (UK) Ltd,Commercial,103.182,England,51.52215298331649,-0.6291601778447216
14942,Basildon,572235,190417,Imperium Centre Ltd,Commercial,102.3147464,England,51.58628536514553,0.484722706240878
14677,Hemel Hempstead,507962,208224,Gyron Internet Ltd,Commercial,97.46383909,England,51.76230130399155,-0.4370430601552266
14224,"LGW14 Backup Generators, Woking",498690,159329,Digital Realty (UK) Ltd,Commercial,91.90792636,England,51.32451142262867,-0.5850435794283064
40726,Macmerry Data Centre,343814,672798,NatWest Group plc,Commercial,89.61287182,Scotland,55.94492378902207,-2.9011658084514043
40718,Thomson Reuters DTC,538655,180578,Telehouse International Corporation of Europe Ltd,Commercial,88.67505818,England,51.50712960482903,-0.0035046474806838665
14979,Croydon Data Centre - Standby Generators,529947,166410,Morgan Stanley UK Group,Commercial,85.05595364,England,51.38187283167946,-0.13410171286546393
7206,Glasgow,260500,665050,Tennent Caledonian Breweries,"Food, drink & tobacco industry",84.26269636,Scotland,55.85839285907967,-4.230302950870563
14978,20 Bank Street - Standby Generators,537375,180081,Morgan Stanley UK Group,Commercial,76.72860818,England,51.50297584802382,-0.02212977418535053
14424,"LD6 Generator System, Slough",495625,181206,Equinix (UK) Ltd,Commercial,70.44532909,England,51.521686606939056,-0.6231203309354298
13948,"Harbro Ltd, Tore Mill, Harbour Road, Invernes",267365,845860,HARBRO LIMITED,"Agriculture, forestry & fishing",68.58545455,Scotland,57.483511324911866,-4.213956157083355
40291,Iron Mountain Slough Data Centre,494903,181762,Iron Mountain (UK) Data Centre Ltd,Commercial,66.61726909,England,51.526806047532226,-0.6333739478410662
40727,Melville Gate Data Centre,332173,667325,NatWest Group plc,Commercial,64.86960818,Scotland,55.89425470978685,-3.0861383717318995
